日期和時間,流量(車輛/小時),車速(公里/小時),密度(車輛/公里)
970226 0105,804,96.0597,2.0924
970226 0110,576,91.6667,1.5709
970226 0115,672,90.1786,1.863
970226 0120,624,92.75,1.6819
970226 0125,804,92.9701,2.162
970226 0130,468,92.0513,1.271
970226 0135,564,91.1277,1.5473
970226 0140,456,91.3684,1.2477
970226 0145,432,92.0278,1.1736
970226 0150,576,90.1875,1.5967
970226 0155,576,90.1875,1.5967
970226 0200,432,90.0833,1.1989
970226 0205,420,83.5143,1.2573
970226 0210,504,90.1667,1.3974
970226 0215,360,90.6,0.9934
970226 0220,468,88.0256,1.3292
970226 0225,384,91.375,1.0506
970226 0230,600,91.68,1.6361
970226 0235,528,91.5227,1.4423
970226 0240,444,90.8919,1.2212
970226 0255,432,88.0833,1.2261
970226 0300,468,92.1282,1.27
970226 0305,300,88.72,0.8454
970226 0310,252,94.381,0.6675
970226 0315,384,96.4063,0.9958
970226 0320,384,90.3438,1.0626
970226 0325,420,92.2,1.1388
970226 0330,420,92.2,1.1388
970226 0345,336,85.8571,0.9784
970226 0350,576,91.875,1.5673
970226 0355,408,85.3824,1.1946
970226 0400,324,89.2593,0.9075
970226 0405,384,86.5,1.1098
970226 0410,432,88.0278,1.2269
970226 0415,432,88.0278,1.2269
970226 0420,432,91.2222,1.1839
970226 0425,348,87.6897,0.9921
970226 0430,372,89.6452,1.0374
970226 0435,444,90.1081,1.2319
970226 0440,432,89.1389,1.2116
970226 0445,504,89.8571,1.4022
970226 0450,504,89.8571,1.4022
970226 0505,492,92.4146,1.331
970226 0510,480,92.45,1.298
970226 0515,552,92.3478,1.4944
970226 0520,480,89.525,1.3404
970226 0540,756,93.3968,2.0236
970226 0545,876,92.8767,2.358
970226 0550,1104,91.1522,3.0279
970226 0555,468,89.641,1.3052
970226 0855,3204,16.9663,47.2113
970226 0930,3480,19.531,44.5445
970226 0935,6396,32.379,49.3839
970226 0940,6528,47.5037,34.3552
970226 0945,6744,60.5427,27.8481
970226 0950,6792,61.1201,27.7813
970226 0955,6264,58.5153,26.7622
970226 1000,5928,59.3583,24.967
970226 1005,6384,55.6429,28.6829
970226 1010,6528,56.557,28.8559
970226 1015,6252,54.8503,28.4957
970226 1020,6252,54.8503,28.4957
970226 1030,6096,59.2008,25.7429
970226 1035,6036,51.4453,29.3321
970226 1040,6420,54.0804,29.678
970226 1045,6228,60.7669,25.6225
970226 1050,6492,60.2255,26.9487
970226 1055,6492,60.2255,26.9487
970226 1100,5088,71.684,17.7446
970226 1105,5676,71.3087,19.8994
970226 1110,5448,72.2048,18.863
970226 1115,4896,77.8554,15.7215
970226 1120,4512,80.7633,13.9667
970226 1125,4068,81.1091,12.5387
970226 1130,4584,78.9607,14.5135
970226 1135,4416,79.3071,13.9206
970226 1140,5076,74.2009,17.1022
970226 1145,5208,79.2949,16.4197
970226 1150,4788,78.416,15.2647
970226 1155,4788,78.416,15.2647
970226 1200,4548,69.2612,16.4161
970226 1205,4272,73.8343,14.4648
970226 1210,4584,71.0157,16.1373
970226 1215,4644,71.8889,16.1499
970226 1220,3792,81.7563,11.5954
970226 1225,5364,70.7472,18.9548
970226 1230,4620,80.3351,14.3773
970226 1235,4416,78.4674,14.0695
970226 1240,4512,76.9468,14.6595
970226 1245,5088,75.6627,16.8114
970226 1250,5472,74.2237,18.4308
970226 1255,5136,73.9813,17.3557
970226 1300,5304,66.7692,19.8594
970226 1305,4572,78.1575,14.6243
970226 1310,5364,73.6085,18.218
970226 1315,5436,75.1104,18.0934
970226 1320,5484,68.477,20.0213
970226 1325,5436,73.9095,18.3874
970226 1330,5400,72.7867,18.5474
970226 1335,5652,74.1359,19.0596
970226 1340,5316,75.3499,17.6377
970226 1345,5712,73.3109,19.4787
970226 1355,5712,73.3109,19.4787
970226 1405,5940,64.9919,22.849
970226 1410,5544,71.8095,19.3011
970226 1415,5268,64.0364,20.5664
970226 1420,5916,69.7708,21.198
970226 1425,5712,68.2437,20.925
970226 1430,5388,69.49,19.3841
970226 1435,5616,69.3269,20.2519
970226 1440,5592,70.1738,19.922
970226 1445,5388,65.4566,20.5785
970226 1450,5568,71.4353,19.4862
970226 1455,5568,71.4353,19.4862
970226 1500,5820,70.499,20.6386
970226 1505,5040,72.8857,17.2873
970226 1510,6096,65.8031,23.16
970226 1515,5736,71.1151,20.1645
970226 1520,5808,69.3657,20.9325
970226 1525,5544,73.8528,18.7671
970226 1530,5976,75.1747,19.8737
970226 1535,5412,75.561,17.9061
970226 1540,5940,68.5798,21.6536
970226 1545,6156,70.2222,21.9161
970226 1550,6036,67.4374,22.3763
970226 1555,6036,67.4374,22.3763
970226 1600,5556,75.1339,18.487
970226 1605,5280,75.6409,17.4509
970226 1610,5676,69.5793,20.394
970226 1615,6360,67.883,23.4226
970226 1620,6036,67.4374,22.3763
970226 1625,5832,76.3066,19.1071
970226 1630,5856,77.9119,18.7905
970226 1635,5784,74.2448,19.4761
970226 1640,6228,75.2832,20.6819
970226 1645,6168,72.3132,21.3239
970226 1650,5592,73.5408,19.0099
970226 1655,5136,79.9393,16.0622
970226 1700,5748,76.858,18.6968
970226 1705,5976,76.1145,19.6283
970226 1710,5244,75.2586,17.4199
970226 1715,5964,74.668,19.9684
970226 1720,5604,74.1413,18.8963
970226 1725,6096,70.2717,21.6873
970226 1730,5736,75.2238,19.0631
970226 1735,5736,75.2238,19.0631
970226 1740,6552,67.0751,24.4204
970226 1745,5868,71.0409,20.6501
970226 1750,5448,73.1718,18.6137
970226 1755,5448,73.1718,18.6137
970226 1800,5868,74.5051,19.6899
970226 1805,5712,71.6723,19.924
970226 1810,4752,74.8232,15.8774
970226 1815,4764,74.7103,15.9416
970226 1820,5580,75.3548,18.5124
970226 1825,5796,66.1284,21.9119
970226 1830,5940,67.4424,22.0188
970226 1835,5580,70.4473,19.802
970226 1840,5640,65.8064,21.4265
970226 1845,5844,68.7002,21.2663
970226 1850,5724,70.3291,20.3472
970226 1855,5724,70.3291,20.3472
970226 1900,5208,75.4378,17.2593
970226 1905,5808,68.5661,21.1766
970226 1910,4668,77.1337,15.1296
970226 1915,4188,80.9427,12.9351
970226 1920,4236,78.6657,13.462
970226 1925,3972,83.5408,11.8864
970226 1930,4656,72.4124,16.0746
970226 1935,4404,73.6676,14.9455
970226 1940,3828,79.7962,11.993
970226 1945,3852,82.4984,11.6729
970226 1950,4164,84.683,12.2929
970226 1955,3732,82.1447,11.358
970226 2000,4008,84.5928,11.845
970226 2005,3360,86.7357,9.6846
970226 2010,4020,83.203,12.0789
970226 2015,3384,87.6099,9.6564
970226 2020,4392,79.1475,13.8728
970226 2025,3204,87.4869,9.1557
970226 2030,3612,83.5515,10.8077
970226 2035,4272,81.823,13.0526
970226 2040,4416,80.3614,13.7379
970226 2045,3912,82.7638,11.8168
970226 2050,4356,83.9917,12.9656
970226 2055,4356,83.9917,12.9656
970226 2100,3576,83.7517,10.6744
970226 2105,3420,81.6316,10.4739
970226 2110,3744,82.7019,11.3178
970226 2115,4236,84.9008,12.4734
970226 2120,3348,88.5914,9.4479
970226 2125,3120,86.2808,9.0403
970226 2130,3612,86.3056,10.4628
970226 2135,2952,85.9715,8.5842
970226 2140,3936,77.2317,12.7409
970226 2145,3060,87.8,8.713
970226 2150,3768,82.6592,11.3962
970226 2155,3768,82.6592,11.3962
970226 2200,2796,88.5064,7.8977
970226 2205,3252,85.059,9.5581
970226 2210,3288,83.5547,9.8379
970226 2215,3084,87.9767,8.7637
970226 2220,2964,84.498,8.7694
970226 2225,3348,86.2903,9.6998
970226 2230,2688,89.1518,7.5377
970226 2235,2820,87.566,8.0511
970226 2240,2208,88.7935,6.2167
970226 2245,2364,88.9645,6.6431
970226 2250,2388,87.6131,6.8141
970226 2255,2292,86.9215,6.5922
970226 2300,1920,87.6688,5.4752
970226 2305,2148,91.4358,5.873
970226 2310,1872,91.5256,5.1133
970226 2315,2028,90.2899,5.6152
970226 2320,1836,92.4444,4.9651
970226 2325,1632,91.6912,4.4497
970226 2330,1800,91.3667,4.9252
970226 2335,1560,91.0308,4.2843
970226 2340,1440,90.975,3.9571
970226 2345,1488,92.4839,4.0223
970226 2350,1452,88.595,4.0973
970226 2355,1452,88.595,4.0973
970227 0000,1188,91.4444,3.2479
970227 0005,1200,93.23,3.2178
970227 0010,1248,92.6923,3.366
970227 0015,1224,90.5686,3.3787
970227 0020,1116,91.3871,3.0529
970227 0025,1092,94.3846,2.8924
970227 0030,960,90.325,2.6571
970227 0035,684,90.5614,1.8882
970227 0040,816,89.2941,2.2846
970227 0045,768,90.1406,2.13
970227 0050,900,91.32,2.4639
970227 0055,900,91.32,2.4639
970227 0100,624,93.2115,1.6736
970227 0105,660,94.4545,1.7469
970227 0110,648,94.5556,1.7133
970227 0115,528,93.7273,1.4083
970227 0120,792,90.1667,2.1959
970227 0125,732,96.1475,1.9033
970227 0130,432,88.7778,1.2165
970227 0135,444,94.9189,1.1694
970227 0140,564,89.2553,1.5797
970227 0145,552,91.2391,1.5125
970227 0150,420,90.4571,1.1608
970227 0155,468,86.5641,1.3516
970227 0200,492,94.7561,1.2981
970227 0205,300,92.56,0.8103
970227 0210,372,91.6452,1.0148
970227 0215,336,91,0.9231
970227 0220,384,92.9375,1.033
970227 0225,588,91.8367,1.6007
970227 0230,528,92.3864,1.4288
970227 0235,372,90.4839,1.0278
970227 0240,384,86.3438,1.1118
970227 0245,492,91.5122,1.3441
970227 0250,360,86.6333,1.0389
970227 0255,360,86.6333,1.0389
970227 0300,336,93.8214,0.8953
970227 0305,348,91.2414,0.9535
970227 0310,384,90.5625,1.06
970227 0315,264,91.3636,0.7224
970227 0320,360,89.6,1.0045
970227 0325,300,91.84,0.8166
970227 0330,396,91.2121,1.0854
970227 0335,480,89.65,1.3385
970227 0340,360,87.8667,1.0243
970227 0345,228,94.6842,0.602
970227 0350,372,91.1613,1.0202
970227 0355,372,91.1613,1.0202
970227 0400,276,90.9565,0.7586
970227 0405,276,91.7826,0.7518
970227 0410,312,94.6538,0.8241
970227 0415,336,89.9643,0.9337
970227 0420,456,92.2105,1.2363
970227 0425,372,87.5161,1.0627
970227 0430,420,89.9429,1.1674
970227 0435,312,88.4615,0.8817
970227 0440,420,90.6857,1.1578
970227 0445,216,94,0.5745
970227 0450,372,86.0645,1.0806
970227 0455,492,88.2927,1.3931
970227 0500,456,85.9474,1.3264
970227 0505,432,91,1.1868
970227 0510,444,89.8108,1.2359
970227 0515,504,91.7619,1.3731
970227 0520,660,89.1273,1.8513
970227 0525,744,94.8065,1.9619
970227 0530,672,89.1071,1.8854
970227 0535,948,92.1139,2.5729
970227 0540,756,90.4762,2.0889
970227 0545,1008,89.0238,2.8307
970227 0550,1248,90.2596,3.4567
970227 0555,1248,90.2596,3.4567
970227 0600,1200,91.16,3.2909
970227 0605,1440,90.625,3.9724
970227 0610,1884,89.3248,5.2729
970227 0615,2220,88.7514,6.2534
970227 0620,2844,86.3122,8.2375
970227 0625,2760,82.2304,8.3911
970227 0630,3060,88.2353,8.67
970227 0635,3504,85.7089,10.2206
970227 0640,4368,81.0412,13.4746
970227 0645,4860,83.0815,14.6242
970227 0650,4932,82.983,14.8585
970227 0655,4932,82.983,14.8585
970227 0700,6576,76.3175,21.5416
970227 0705,6528,75.0533,21.7445
970227 0710,6588,74.02,22.2507
970227 0715,7104,67.6689,26.2454
970227 0720,6684,69.2154,24.142
970227 0725,6828,64.8524,26.3213
970227 0730,7176,57.4565,31.2236
970227 0735,7596,53.3318,35.6073
970227 0740,7584,51.6994,36.6736
970227 0745,6048,56.2897,26.8611
970227 0750,7212,50.9983,35.3541
970227 0755,7332,52.8314,34.6953
970227 0800,6456,65.303,24.7156
970227 0805,6948,65.0138,26.7174
970227 0810,7272,66.2888,27.4255
970227 0815,7524,63.7703,29.4965
970227 0820,7236,65.5854,27.5824
970227 0825,7608,57.6703,32.9806
970227 0830,7260,61.2694,29.6233
970227 0835,7212,55.4642,32.5074
970227 0840,7368,54.8648,33.5734
970227 0845,6324,67.759,23.3327
970227 0850,6180,70.0524,22.0549
970227 0855,6180,70.0524,22.0549
970227 0900,5988,73.0341,20.4973
970227 0905,6408,72.3221,22.1509
970227 0910,6096,69.8701,21.8119
970227 0915,5196,72.4688,17.9249
970227 0920,6648,67.5307,24.611
970227 0925,5640,70.4362,20.0181
970227 0930,6084,67.5838,22.5054
970227 0935,5508,73.1198,18.8321
970227 0940,5268,75.8383,17.3659
970227 0945,4776,76.7387,15.5593
970227 0950,4836,74.1588,16.3029
970227 0955,4836,74.1588,16.3029
970227 1000,4608,76.1484,15.1283
970227 1005,4740,76.1392,15.5636
970227 1010,5592,71.1888,19.6379
970227 1015,4824,79.5572,15.1589
970227 1020,4656,76.3892,15.2378
970227 1025,4752,77.8561,15.2589
970227 1030,4524,77.9443,14.5104
970227 1035,5268,70.2528,18.7466
970227 1040,5076,75.3522,16.8409
970227 1045,5016,76.8158,16.3248
970227 1050,4860,77.9679,15.5833
970227 1055,4860,77.9679,15.5833
970227 1100,5232,74.156,17.6385
970227 1105,4668,75.1054,15.5382
970227 1110,4632,78.1399,14.8196
970227 1115,4728,77.2386,15.3032
970227 1120,5088,77.9363,16.321
970227 1125,5112,76.0657,16.8013
970227 1130,4836,76.6873,15.7653
970227 1135,4896,78.3113,15.6299
970227 1140,4920,73.6366,16.7037
970227 1145,4620,73.6831,15.6752
970227 1150,5160,81.0791,15.9104
970227 1155,5160,81.0791,15.9104
970227 1200,5340,70.1213,19.0384
970227 1205,5316,77.3025,17.1922
970227 1210,5184,77.8472,16.648
970227 1215,5292,77.5669,17.0562
970227 1220,4704,84.0714,13.9881
970227 1225,4320,85.5444,12.625
970227 1230,4980,81.1976,15.333
970227 1235,6120,77.1706,19.8262
970227 1240,5412,78.8226,17.1651
970227 1245,5208,79.7235,16.3314
970227 1250,5928,83.1053,17.8328
970227 1255,5928,83.1053,17.8328
970227 1300,5928,78.2773,18.9327
970227 1305,5460,79.0198,17.2742
970227 1310,5628,79.2495,17.7541
970227 1315,5340,83.1348,16.0583
970227 1320,5784,82.1929,17.5928
970227 1325,5652,81.6985,17.2953
970227 1330,6060,77.4653,19.5571
970227 1335,6336,78.0871,20.285
970227 1340,6048,76.1071,19.8667
970227 1345,6156,80.1559,19.2001
970227 1350,6048,78.7262,19.2058
970227 1355,6048,78.7262,19.2058
970227 1400,5832,79.9959,18.2259
970227 1405,6672,73.5396,22.6817
970227 1410,6264,78.2299,20.0179
970227 1415,6324,74.5844,21.1975
970227 1420,5988,74.7475,20.0274
970227 1425,6144,77.7305,19.7606
970227 1430,6564,74.691,21.9705
970227 1435,6024,75.1195,20.0481
970227 1440,5544,78.5584,17.6429
970227 1445,6636,72.66,22.8324
970227 1450,5784,71.2365,20.2986
970227 1455,5820,76.7485,18.958
970227 1500,6204,74.7756,20.7421
970227 1505,5460,80.8044,16.8926
970227 1510,6360,74.9981,21.2005
970227 1515,6456,78.184,20.6436
970227 1520,6504,76.0369,21.3844
970227 1525,4956,81.1429,15.2694
970227 1530,6684,75.0269,22.272
970227 1535,7032,77.2474,22.758
970227 1540,5532,82.9544,16.6718
970227 1545,6864,69.6399,24.6411
970227 1550,6732,76.1176,22.1105
970227 1555,6732,76.1176,22.1105
970227 1600,6540,78.2661,20.8903
970227 1605,6060,75.3743,20.0997
970227 1610,6468,80.3803,20.1169
970227 1615,6396,80.1088,19.9603
970227 1620,6120,78.1176,19.5858
970227 1625,6420,78.3626,20.4817
970227 1630,6144,82.4004,18.6407
970227 1635,6996,75.0652,23.2998
970227 1640,7008,76.2055,22.9905
970227 1645,6768,76.8351,22.0212
970227 1650,7140,74.4067,23.9898
970227 1655,7140,74.4067,23.9898
970227 1700,7008,76.6267,22.8641
970227 1705,6900,75.9461,22.7135
970227 1710,5988,77.3287,19.3589
970227 1715,6228,80.7611,19.2791
970227 1720,7032,73.2218,24.0092
970227 1725,7080,76.2644,23.2087
970227 1730,6636,75.3273,22.0239
970227 1735,6516,79.7072,20.4373
970227 1740,5724,82.3166,17.3841
970227 1745,5652,77.2038,18.3022
970227 1750,5604,79.7516,17.567
970227 1755,5532,78.3839,17.6439
970227 1800,5640,71.8894,19.6135
970227 1805,7740,50.076,38.6413
970227 1810,7044,62.0954,28.3596
970227 1815,6780,67.3416,25.1702
970227 1820,6564,71.0859,23.0847
970227 1825,7572,65.3566,28.9642
970227 1830,7440,71,26.1972
970227 1835,5064,77.654,16.3031
970227 1840,5472,76.2895,17.9317
970227 1845,6168,74.107,20.8077
970227 1850,5544,78.3203,17.6966
970227 1855,5544,78.3203,17.6966
970227 1900,5112,26.8779,47.5483
970227 1905,4656,31.1108,37.4146
970227 1910,5676,38.6998,36.6669
970227 1915,5520,60.613,22.7674
970227 1920,5292,48.9909,27.005
970227 1925,5124,27.5574,46.4848
970227 1930,4728,24.2665,48.7091
970227 1935,2448,15.6912,39.0028
970227 1940,2028,12.1775,41.6341
970227 1945,3456,18.4722,46.7729
970227 1950,7080,35.5424,49.7997
970227 1955,7080,35.5424,49.7997
970227 2000,5520,79.0565,17.4559
970227 2005,5268,79.6834,16.5279
970227 2010,4236,85.8102,12.3412
970227 2015,5088,84.2712,15.0941
970227 2020,4908,74.2298,16.5297
970227 2025,6540,79.5174,20.5615
970227 2030,5412,83.0421,16.2929
970227 2035,5136,81.6495,15.7257
970227 2040,4824,84.1716,14.3279
970227 2045,5064,82.5853,15.3296
970227 2050,4812,84.015,14.3189
970227 2055,4860,85.0667,14.2829
970227 2100,4752,85.3561,13.9182
970227 2105,5352,83.991,15.9303
970227 2110,4536,84.5238,13.4163
970227 2115,4584,85.2539,13.4422
970227 2120,3936,85.375,11.5256
970227 2125,4596,82.658,13.9007
970227 2130,4644,73.6357,15.7668
970227 2135,4560,81.35,14.0135
970227 2140,4044,80.0475,12.63
970227 2145,4980,79.2819,15.7035
970227 2150,3348,88.1147,9.499
970227 2155,3348,88.1147,9.499
970227 2200,3648,87.4178,10.4327
970227 2205,3780,87.4095,10.8112
970227 2210,4404,87.5613,12.574
970227 2215,3672,87.9444,10.4384
970227 2220,4068,86.823,11.7135
970227 2225,4032,87.2262,11.5562
970227 2230,3444,89.9861,9.5681
970227 2235,3684,87.9772,10.4686
970227 2240,3744,87.0929,10.7471
970227 2245,3336,86.7086,9.6184
970227 2250,3456,86.9097,9.9414
970227 2255,3456,86.9097,9.9414
970227 2300,2916,90.9959,8.0114
970227 2305,2484,91.8696,6.7596
970227 2310,2772,90.1991,7.683
970227 2315,3168,89.9924,8.8007
970227 2320,2556,91.9108,6.9524
970227 2325,2796,90.4292,7.7298
970227 2330,2736,91.3728,7.4858
970227 2335,2268,90.8677,6.2398
970227 2340,2088,93.3678,5.5908
970227 2345,2160,90.4722,5.9687
970227 2350,1980,94.2242,5.2534
970227 2355,1680,92.7571,4.528
970228 0000,1800,94.48,4.7629
970228 0005,2088,92.4023,5.6492
970228 0010,1716,92.958,4.615
970228 0015,1692,91.383,4.6289
970228 0020,1764,92.0544,4.7906
970228 0025,1536,92.5313,4.1499
970228 0030,1344,94.5357,3.5542
970228 0035,1176,91.9898,3.196
970228 0040,1320,90.2364,3.6571
970228 0045,1164,93.7526,3.1039
970228 0050,1080,93.0333,2.9022
970228 0055,1080,93.0333,2.9022
970228 0100,1080,93.8778,2.8761
970228 0105,972,94.8519,2.5619
970228 0110,1200,98.56,3.0438
970228 0115,912,91.2632,2.4983
970228 0120,876,96.9315,2.2593
970228 0125,1140,93.6316,3.0438
970228 0130,936,93.4231,2.5047
970228 0135,912,91.6974,2.4864
970228 0140,984,93.1951,2.6396
970228 0145,732,91.9672,1.9898
970228 0150,792,92.303,2.1451
970228 0155,792,92.303,2.1451
970228 0200,660,89.9091,1.8352
970228 0205,744,91.4677,2.0335
970228 0210,876,92.9452,2.3562
970228 0215,648,94,1.7234
970228 0220,708,91.9661,1.9246
970228 0225,672,92.0179,1.8257
970228 0230,588,93.4082,1.5737
970228 0235,612,88.8824,1.7214
970228 0240,648,89.8704,1.8026
970228 0245,444,95.0811,1.1674
970228 0250,480,90.375,1.3278
970228 0255,480,90.375,1.3278
970228 0300,504,94.2143,1.3374
970228 0305,492,92.7073,1.3268
970228 0310,516,91.4651,1.4104
970228 0315,540,93.8,1.4392
970228 0320,444,87.2432,1.2723
970228 0325,600,92.78,1.6167
970228 0330,456,90.8684,1.2546
970228 0335,456,92.9211,1.2268
970228 0340,468,88.3077,1.3249
970228 0345,384,92.8438,1.034
970228 0350,432,90.3056,1.1959
970228 0355,432,93.7222,1.1523
970228 0400,408,92.0294,1.1083
970228 0405,408,92.1765,1.1066
970228 0410,324,91.5926,0.8844
970228 0415,492,91.3659,1.3462
970228 0420,372,93.3226,0.9965
970228 0425,348,86.6207,1.0044
970228 0430,444,85.1892,1.303
970228 0435,456,90.3684,1.2615
970228 0440,408,91.1176,1.1194
970228 0445,468,92.1026,1.2703
970228 0450,480,89,1.3483
970228 0455,480,89,1.3483
970228 0500,672,93.0536,1.8054
970228 0505,636,92.2264,1.724
970228 0510,504,89.2857,1.4112
970228 0515,672,90.25,1.8615
970228 0520,780,90.8154,2.1472
970228 0525,648,91.037,1.7795
970228 0530,828,90.3623,2.2908
970228 0535,876,92.274,2.3734
970228 0540,948,93.8101,2.5264
970228 0545,1104,90.3043,3.0563
970228 0550,1104,91.1413,3.0283
970228 0555,1104,91.1413,3.0283
970228 0600,1380,92.7913,3.718
970228 0605,1380,92.2,3.7419
970228 0610,1560,92.6846,4.2078
970228 0615,2064,91.9419,5.6122
970228 0620,2436,92.5271,6.5819
970228 0625,2052,94.6608,5.4193
970228 0630,2724,88.6079,7.6855
970228 0635,3048,93.2362,8.1728
970228 0640,2724,92.8194,7.3368
970228 0645,3036,88.7747,8.5497
970228 0650,3540,92.1051,9.6086
970228 0655,3948,88.3891,11.1665
970228 0700,4176,88.6954,11.7706
970228 0705,5160,77.5651,16.6312
970228 0710,3996,88.6426,11.27
970228 0715,4872,83.0197,14.6712
970228 0720,4368,80.5275,13.5606
970228 0725,4524,87.0451,12.9933
970228 0730,4788,81.3835,14.7081
970228 0735,4296,82.0223,13.094
970228 0740,3588,87.1672,10.2906
970228 0745,4224,82.0341,12.8727
970228 0750,3840,86.3781,11.1139
970228 0755,3840,86.3781,11.1139
970228 0800,3912,83.819,11.668
970228 0805,4332,83.1967,13.0173
970228 0810,4644,85.7339,13.5419
970228 0815,4080,88.9147,11.4717
970228 0820,4248,82.5367,12.867
